Filename,Hue,Saturation,Value,Energy,Homogeneity,Smoothness,3rd Moment,Consistency,Entropy,Degree of Rectification,Density,Severity
medium3.JPG,22.96094778411584,61.52917946467749,75.46379991224221,0.508019721290926,0.71134125781747,0.9978460755329298,-13293.053828661663,21.52368076340646,4.0620737,0.4263000374111485,0.07192904936245424,53.50025325841134
medium2.JPG,20.354685314685316,77.17846153846153,90.00503496503497,0.6064653331212864,0.7330440646639306,0.9990403611756549,-31588.910582540695,32.2654414944538,4.253051,0.24154589371980675,0.2859085092770314,56.454227488210634
medium1.JPG,20.037969029184037,83.05866587254319,115.91378796902919,0.4550158473532571,0.6416711075799627,0.9995732304900969,-89780.13244786732,48.39612795842375,4.5296903,0.13784893267651888,0.19137719773174136,55.5068802865854
medium5.JPG,18.401629327902242,115.9511201629328,97.24643584521385,0.5655269666432813,0.7219547277707316,0.9994371588001892,-4580.093213160028,42.13905636810338,4.551522,0.2425889328063241,0.08875311810852825,54.34382921956098
medium4.JPG,23.60063559322034,39.53389830508475,115.55402542372882,0.5109331552487907,0.6905339682387581,0.9994958949545689,-73829.73573955194,44.5276715274975,4.0397105,0.07000630353368682,0.06036963611946025,53.5954662552645
medium6.JPG,20.617910447761194,74.54818763326226,97.52878464818764,0.5614079515251489,0.7156272167765512,0.9995521177119637,11548.666082384001,47.241184433075055,4.4702067,0.1940582588546839,0.16801604929426095,55.17108952789533
medium7.JPG,17.680305510092744,86.97163120567376,153.52373158756137,0.5041112075971473,0.6795206579853961,0.9992895187083932,-41628.22055151981,37.50328781270479,4.809553,0.4967479674796748,0.11468793993430314,54.73011030167986
medium9.JPG,29.563025210084035,90.75210084033614,82.53361344537815,0.5122571611555911,0.6984170953844027,0.9993050268919895,-8940.12919077665,37.91971251384919,3.7367516,0.1032986111111111,0.0075854156042835285,53.044781797253
medium8.JPG,19.376684636118597,98.27021563342318,149.27358490566039,0.56538266265228,0.7084788622862889,0.9989606403749497,-57709.678931196264,31.002111040397523,4.377919,0.4827586206896552,0.053352507639762715,53.933500256121285
medium10.JPG,20.60708619777895,92.0423056583818,81.63220518244316,0.5550347082115974,0.7032962417541851,0.9993846428001092,16868.763734343775,40.299781603177195,4.1522226,0.09164485800135698,0.132911614830434,54.60317330090673
serious2.JPG,22.720273514980686,72.6145213487838,80.93334377283641,0.6618163085853049,0.7687318829256412,0.9992876386878264,5961.472108148666,37.453731690063854,4.650296,0.5885714285714285,0.9158181557435824,89.53305258968133
serious3.JPG,19.98001342767133,81.06465940195217,123.54185818313277,0.49351988406521086,0.6416951497390484,0.999526293467741,-62475.84489969133,45.93486293134352,4.887536,0.37946577302212553,0.6064772762865286,85.80751515791383
serious1.JPG,19.015058081170228,118.46077728380898,64.11530187867488,0.7693591621827862,0.8406107022841108,0.9986631431901619,-707.2452245071299,27.331726403433148,3.9833527,0.2099289499036609,0.474644340072153,83.93496264275113
serious4.jpg,16.152943697433976,133.80328922697808,134.5591150158033,0.6514170835849808,0.7268089765370841,0.9996119504279288,-90542.21590900618,50.75421503117723,4.61578,0.3579070480865097,0.8704187261027697,89.52727347776793
serious10.JPG,19.696054661670708,86.64447873043862,75.25523473661009,0.7444600345017368,0.8232003872369755,0.9986824440884136,-12002.530630227327,27.531456070635137,4.271825,0.4378498359390079,0.5673377516568713,85.04964617168038
serious5.JPG,16.69794871794872,137.36748717948717,86.34164102564102,0.6171068527462492,0.7542624209969976,0.9988796873008297,-19390.48780237778,29.859804597016236,4.1921864,0.324114088159032,0.4014989293361884,83.16784655706411
serious7.JPG,17.81170904790065,110.6227084565346,109.24861028976937,0.6873676320804113,0.7718737482499267,0.9992649260645478,-54891.710802152265,36.87014199828858,4.434628,0.244011544011544,0.4313115339488854,83.6395463609354
serious6.JPG,20.036222714330908,159.28978171464726,75.35858905409681,0.6581318689364825,0.7481838357101979,0.999429862250149,61706.48471979701,41.86839011949802,4.424152,0.15996963562753036,0.2972401147209554,82.12966408722056
serious8.JPG,19.479835823032502,94.0411874194626,85.91929556626737,0.5433229223171081,0.7017273221356053,0.9986703384784018,-9023.163135964045,27.405676375732938,4.542254,0.5541655646654324,0.7275852489756233,87.05076545553791
serious9.JPG,16.15397343166454,136.99446886966388,133.5997258072141,0.5955786040429317,0.6963303632411744,0.9995854338649004,-92080.28582382317,49.10356774799817,4.6752954,0.41600456261799873,0.8480195638229634,89.2232968930313
normal4.JPG,50.618860510805504,107.4756357397825,113.75068485569606,0.443169334795389,0.6522007972218092,0.9990589466305636,-20428.63159814973,32.58280202558708,4.7500744,0,0,3.4121161383961085
normal5.JPG,50.118604394999174,118.26876686677315,112.61664922619376,0.44390930300503056,0.6350576608552653,0.9982016163984856,-9791.67599974367,23.5596029758797,4.496992,0,0,3.31177775533216
normal7.JPG,50.85176858513189,77.81403627098321,116.13050809352518,0.5882500285378888,0.777462546271966,0.9952920667628296,-10037.958365324026,14.539856605282425,3.7719798,0,0,3.04325152768206
normal6.JPG,52.79656222802437,113.34986945169713,117.33151109660574,0.43362241823831527,0.6143194925374902,0.9973199845698555,-2371.7324555954356,19.29072782565455,4.354034,0,0,3.2537841697735015
normal2.JPG,32.794392523364486,52.822429906542055,30.05607476635514,0.47392546485057424,0.6632680400853885,0.9954452670201767,1775.6466295468808,14.783498861518643,1.2198297,0.6858974358974359,0.0031379219331945218,2.120103206628501
normal3.JPG,53.88410104011887,79.86738484398217,119.47768316379015,0.45929267032460247,0.6674737782723369,0.9975370054893757,-9135.937626804794,20.124856200357875,4.300411,0,0,3.1312451978818383
normal1.JPG,58.39538434226878,139.56321675838808,92.09281022545713,0.5648614079183487,0.750111835257844,0.998945771289001,14161.425824395505,30.782475079639372,4.6298757,0,0,3.654184259646253
normal10.JPG,51.412781334695,81.35288110294984,122.66683687497544,0.6077512269381178,0.8198796998877241,0.9952719729136867,-8866.554840173349,14.508780461264605,3.7762609,0,0,3.125302892346051
normal8.JPG,58.59735472679965,66.00509540329575,123.01615351257588,0.7140335873703044,0.8524780396758882,0.9966458670293713,-10003.868227518944,17.237738862178006,4.083323,0,0,3.2642506925338797
normal9.JPG,50.30793557402368,66.27895859380746,137.84890049275575,0.5801520978664106,0.7561689549113033,0.9959722639109427,-15797.504136247035,15.725089246995337,3.714673,0,0,3.0600023938142002
minor10.JPG,14.53781512605042,106.82773109243698,141.07142857142858,0.4636345686799222,0.6832825456858093,0.9997036110600188,-61014.71031338885,58.07706139584795,2.888533,0.5409090909090909,0.006857011149845861,28.413546370335336
minor2.JPG,20.642703862660944,105.03755364806867,117.74248927038627,0.4872939458479621,0.7092966068468486,0.9996938998193597,12856.125246038133,57.14809106065727,3.8934233,0.07206928549334983,0.028255267545854175,28.66243461457674
minor3.JPG,14.833333333333334,71.1937984496124,182.72868217054264,0.49366790613434514,0.682709781895551,0.9997734847982859,-193048.9902053814,66.4357941226014,3.562341,0.17063492063492064,0.007876179137283635,28.51589977361162
minor1.JPG,24.40912382331644,42.04634322954381,97.80811006517017,0.36581683733539644,0.6952042472617601,0.9991326353300507,-45719.91752808525,33.93991171726247,3.9214444,0.09236222578919208,0.03352836922479303,28.005840982740278
minor4.JPG,18.773246329526916,120.44861337683524,85.9184339314845,0.44842796513362687,0.6222799673560457,0.9996715044891344,116767.4924303548,55.165039933539106,3.5485635,0.03367576773059386,0.03451868119492074,28.535106913546286
minor5.JPG,22.508356545961004,118.50696378830084,68.34958217270194,0.40237247074523796,0.606779639708978,0.9994485652034535,91325.23098331579,42.57289079223885,2.5422463,0.020248166948674564,0.01867117409959693,27.98988594873856
minor7.JPG,17.398867313915858,86.3163430420712,99.04854368932038,0.30669596364202933,0.5540912992884804,0.9990949905409321,-39681.33275967405,33.225905956503716,4.0284266,0.038325581395348834,0.02771673319280621,27.996905800771618
minor6.JPG,24.15028901734104,36.28901734104046,123.39306358381504,0.4969794568549153,0.6885532958588764,0.9993456563213143,42746.57453584273,39.080031845398864,2.0675514,0.10396634615384616,0.005373839033330227,27.625589353669156
minor8.JPG,18.90901287553648,89.07982832618026,103.98497854077253,0.329577407721235,0.5169750816189832,0.9996705097810058,31187.05735059094,55.081679872437384,3.9021401,0.05354844640558926,0.05467558371465447,28.63876755965664
minor9.JPG,15.112359550561798,105.75280898876404,129.40823970037454,0.6234438030273948,0.7640097824807862,0.9995222447128003,-46437.127158782874,45.739717816901596,2.970292,0.1196236559139785,0.011017123994223232,28.279197440585452
